frame,value
0,0.999749
1,0.999090
2,0.999084
3,0.999680
4,0.999073
5,0.999095
6,0.999683
7,0.998293
8,0.997202
9,0.997903
10,0.993747
11,0.990250
12,0.992436
13,0.984916
14,0.982115
15,0.982650
16,0.980321
17,0.979394
18,0.981735
19,0.979912
20,0.979528
21,0.982318
22,0.980459
23,0.980651
24,0.983479
25,0.980923
26,0.980889
27,0.984153
28,0.981653
29,0.981673
30,0.984901
31,0.982245
32,0.982159
33,0.985476
34,0.982680
35,0.982452
36,0.986001
37,0.983008
38,0.982827
39,0.986838
40,0.983580
41,0.983367
42,0.987606
43,0.983973
44,0.983975
45,0.988247
46,0.984485
47,0.984258
48,0.988728
49,0.984759
50,0.984649
51,0.989126
52,0.985147
53,0.984976
54,0.989517
55,0.985386
56,0.985122
57,0.989851
58,0.985591
59,0.985329
60,0.990129
61,0.985976
62,0.985604
63,0.990359
64,0.986212
65,0.985982
66,0.990627
67,0.986396
68,0.986190
69,0.990785
70,0.986637
71,0.986414
72,0.990989
73,0.986753
74,0.986533
75,0.991154
76,0.986853
77,0.986662
78,0.991285
79,0.986968
80,0.986719
81,0.991419
82,0.987087
83,0.986883
84,0.991505
85,0.987155
86,0.986944
87,0.991606
88,0.987215
89,0.986995
90,0.991720
91,0.987277
92,0.987033
93,0.991805
94,0.987335
95,0.987104
96,0.991940
97,0.987387
98,0.987169
99,0.992132
100,0.987395
101,0.988489
102,0.987318
103,0.991934
104,0.987514
105,0.987327
106,0.992060
107,0.987598
108,0.987426
109,0.991954
110,0.987683
111,0.987445
112,0.991869
113,0.987692
114,0.987483
115,0.991662
116,0.987688
117,0.987453
118,0.991287
119,0.987579
120,0.987364
121,0.990334
122,0.987264
123,0.986905
124,0.987212
average,0.987658
