frame,value
0,58.473904
1,53.337120
2,53.490566
3,58.125240
4,53.418884
5,53.387733
6,58.090172
7,51.623615
8,49.416042
9,51.228367
10,45.381130
11,44.052032
12,45.189350
13,42.459137
14,41.349083
15,41.461239
16,40.511185
17,40.208424
18,40.646152
19,40.227119
20,40.239265
21,41.023121
22,40.582172
23,40.731125
24,41.537548
25,40.956970
26,40.995159
27,41.918068
28,41.244179
29,41.343124
30,42.264233
31,41.546146
32,41.562752
33,42.536514
34,41.729958
35,41.751026
36,42.736359
37,41.914192
38,41.847832
39,42.990795
40,42.060574
41,42.100979
42,43.199734
43,42.217125
44,42.334274
45,43.557819
46,42.499630
47,42.563671
48,43.866783
49,42.653515
50,42.747623
51,44.117130
52,42.861504
53,42.950829
54,44.386688
55,43.029892
56,43.082916
57,44.612911
58,43.193901
59,43.222752
60,44.787727
61,43.381512
62,43.358398
63,44.978855
64,43.530510
65,43.543125
66,45.167194
67,43.623760
68,43.660961
69,45.284546
70,43.782612
71,43.807919
72,45.450386
73,43.860874
74,43.885292
75,45.575378
76,43.938580
77,43.962261
78,45.702824
79,44.032051
80,44.031166
81,45.802162
82,44.107140
83,44.157104
84,45.891396
85,44.149460
86,44.220959
87,45.979847
88,44.217060
89,44.256874
90,46.085220
91,44.265522
92,44.294247
93,46.150921
94,44.304482
95,44.343250
96,46.223644
97,44.352467
98,44.398788
99,46.299461
100,44.381222
101,44.685204
102,44.347557
103,46.262760
104,44.459858
105,44.474571
106,46.299778
107,44.478893
108,44.499325
109,46.240166
110,44.527500
111,44.499050
112,46.198280
113,44.505741
114,44.507698
115,46.079079
116,44.487724
117,44.454544
118,45.844173
119,44.411823
120,44.346741
121,45.365345
122,44.167683
123,43.979996
124,44.035332
average,44.473381
