frame,value
0,78.215538
1,73.509781
2,76.880798
3,73.431900
4,76.811790
5,73.432076
6,76.879646
7,70.751480
8,72.968742
9,67.148918
10,69.530067
11,65.594475
12,68.648628
13,64.801102
14,67.689896
15,63.797718
16,66.797768
17,63.061958
18,66.233505
19,62.497620
20,65.851105
21,62.085617
22,65.502831
23,61.769260
24,65.245277
25,61.493664
26,65.018265
27,61.279846
28,64.896469
29,61.089828
30,64.784012
31,60.967793
32,64.756126
33,60.964500
34,64.705986
35,60.842243
36,64.624748
37,60.778488
38,64.584053
39,60.717724
40,64.525787
41,60.639084
42,64.500984
43,60.623070
44,64.495987
45,60.559105
46,64.420517
47,60.540649
48,64.423134
49,60.550304
50,64.433792
51,60.520264
52,64.424042
53,60.522438
54,64.395363
55,60.464031
56,64.422127
57,60.475616
58,64.372803
59,60.499832
60,64.410545
61,60.452862
62,64.430763
63,60.485428
64,64.449379
65,60.513870
66,64.482658
67,60.555023
68,64.451775
69,60.565155
70,64.487839
71,60.639385
72,64.499855
73,60.669441
74,64.539749
75,60.679886
76,64.575348
77,60.778000
78,64.593201
79,60.779846
80,64.594284
81,60.809284
82,64.629326
83,60.829117
84,64.642654
85,60.917847
86,64.615723
87,60.922729
88,64.608810
89,60.986546
90,64.639137
91,61.056797
92,64.654694
93,61.065178
94,64.685860
95,61.104492
96,64.628967
97,61.128502
98,64.684830
99,61.150959
100,64.720116
101,61.101864
102,64.825317
103,61.108814
104,64.837860
105,61.142361
106,64.792259
107,61.145630
108,64.782623
109,61.165718
110,64.678406
111,61.206722
112,64.601074
113,61.146729
114,64.577614
115,61.088493
116,64.447708
117,61.076302
118,64.279137
119,61.069767
120,64.009544
121,61.054825
122,63.399715
123,61.044987
124,61.169308
average,63.890537
