frame,value
0,0.999950
1,0.999941
2,0.999945
3,0.999945
4,0.999947
5,0.999946
6,0.999939
7,0.999922
8,0.999881
9,0.999836
10,0.999800
11,0.999780
12,0.999713
13,0.999620
14,0.999533
15,0.999460
16,0.999366
17,0.999311
18,0.999248
19,0.999212
20,0.999157
21,0.999082
22,0.999030
23,0.998972
24,0.998966
25,0.998917
26,0.998883
27,0.998844
28,0.998818
29,0.998680
30,0.998644
31,0.998644
32,0.998631
33,0.998617
34,0.998627
35,0.998610
36,0.998606
37,0.998609
38,0.998694
39,0.998689
40,0.998694
41,0.998690
42,0.998690
43,0.998691
44,0.998596
45,0.998605
46,0.998601
47,0.998600
48,0.998615
49,0.998616
50,0.998616
51,0.998607
52,0.998686
53,0.998689
54,0.998698
55,0.998699
56,0.998694
57,0.998693
58,0.998612
59,0.998617
60,0.998621
61,0.998613
62,0.998614
63,0.998623
64,0.998632
65,0.998714
66,0.998713
67,0.998713
68,0.998726
69,0.998719
70,0.998718
71,0.998715
72,0.998639
73,0.998650
74,0.998645
75,0.998647
76,0.998652
77,0.998657
78,0.998664
79,0.998662
80,0.998741
81,0.998745
82,0.998752
83,0.998741
84,0.998747
85,0.998656
86,0.998666
87,0.998671
88,0.998685
89,0.998669
90,0.998678
91,0.998680
92,0.998676
93,0.998687
94,0.998773
95,0.998772
96,0.998775
97,0.998780
98,0.998775
99,0.998777
100,0.998685
101,0.998697
102,0.998707
103,0.998701
104,0.998715
105,0.998707
106,0.998719
107,0.998798
108,0.998788
109,0.998798
110,0.998801
111,0.998804
112,0.998803
113,0.998804
114,0.998728
115,0.998719
116,0.998731
117,0.998731
118,0.998733
119,0.998720
120,0.998734
121,0.998726
122,0.998808
123,0.998789
124,0.998766
average,0.998876
