frame,value
0,0.999953
1,0.999947
2,0.999948
3,0.999945
4,0.999944
5,0.999948
6,0.999894
7,0.999663
8,0.999578
9,0.999516
10,0.999464
11,0.999424
12,0.999345
13,0.999258
14,0.999180
15,0.999096
16,0.999028
17,0.998949
18,0.998877
19,0.998807
20,0.998717
21,0.998652
22,0.998578
23,0.998482
24,0.998405
25,0.998336
26,0.998259
27,0.998180
28,0.998087
29,0.998022
30,0.997975
31,0.997955
32,0.997928
33,0.997905
34,0.997872
35,0.997834
36,0.997778
37,0.997760
38,0.997739
39,0.997715
40,0.997688
41,0.997670
42,0.997638
43,0.997623
44,0.997609
45,0.997602
46,0.997605
47,0.997579
48,0.997572
49,0.997568
50,0.997555
51,0.997549
52,0.997539
53,0.997538
54,0.997526
55,0.997526
56,0.997512
57,0.997505
58,0.997498
59,0.997492
60,0.997482
61,0.997482
62,0.997480
63,0.997483
64,0.997480
65,0.997476
66,0.997481
67,0.997482
68,0.997482
69,0.997479
70,0.997479
71,0.997473
72,0.997476
73,0.997476
74,0.997468
75,0.997474
76,0.997474
77,0.997478
78,0.997474
79,0.997474
80,0.997492
81,0.997503
82,0.997500
83,0.997502
84,0.997511
85,0.997505
86,0.997497
87,0.997498
88,0.997495
89,0.997501
90,0.997495
91,0.997503
92,0.997509
93,0.997516
94,0.997521
95,0.997512
96,0.997514
97,0.997521
98,0.997524
99,0.997519
100,0.997527
101,0.997521
102,0.997521
103,0.997516
104,0.997514
105,0.997516
106,0.997529
107,0.997521
108,0.997525
109,0.997523
110,0.997524
111,0.997522
112,0.997512
113,0.997496
114,0.997501
115,0.997492
116,0.997503
117,0.997501
118,0.997508
119,0.997522
120,0.997526
121,0.997556
122,0.997556
123,0.997571
124,0.997546
average,0.997928
