frame,value
0,0.999864
1,0.999708
2,0.999819
3,0.999696
4,0.999815
5,0.999701
6,0.999818
7,0.998935
8,0.998893
9,0.996464
10,0.996488
11,0.993774
12,0.995657
13,0.991978
14,0.994329
15,0.988951
16,0.992938
17,0.986350
18,0.991863
19,0.984588
20,0.991009
21,0.982961
22,0.990256
23,0.981868
24,0.989747
25,0.981416
26,0.989449
27,0.980743
28,0.989067
29,0.980100
30,0.988858
31,0.980205
32,0.988997
33,0.980341
34,0.989116
35,0.980790
36,0.989262
37,0.980936
38,0.989367
39,0.981333
40,0.989465
41,0.981306
42,0.989595
43,0.981672
44,0.989800
45,0.981850
46,0.989918
47,0.982112
48,0.990061
49,0.982171
50,0.990144
51,0.982434
52,0.990285
53,0.982652
54,0.990436
55,0.982665
56,0.990511
57,0.982786
58,0.990604
59,0.982968
60,0.990741
61,0.983157
62,0.990822
63,0.983248
64,0.990992
65,0.983408
66,0.991050
67,0.983679
68,0.991117
69,0.983686
70,0.991208
71,0.983940
72,0.991301
73,0.984050
74,0.991390
75,0.984274
76,0.991453
77,0.984417
78,0.991499
79,0.984588
80,0.991642
81,0.984698
82,0.991739
83,0.984828
84,0.991789
85,0.984997
86,0.991864
87,0.985115
88,0.991900
89,0.985360
90,0.992040
91,0.985529
92,0.992125
93,0.985612
94,0.992154
95,0.985718
96,0.992147
97,0.985761
98,0.992139
99,0.986007
100,0.992177
101,0.985113
102,0.992091
103,0.984918
104,0.991996
105,0.984901
106,0.992010
107,0.985255
108,0.991982
109,0.985624
110,0.991901
111,0.985890
112,0.991939
113,0.985767
114,0.991894
115,0.985664
116,0.991755
117,0.985599
118,0.991534
119,0.985540
120,0.991035
121,0.985492
122,0.990065
123,0.985404
124,0.985880
average,0.988588
